image_path,prob_synthetic,pred_label
test_gen/gen_01jrjpcyh4e5baakjcpkxa2rss_task_01jrjpcxdwfh9bf1rfme2d98ef.webp,0.0095,0
test_gen/gen_01jrjpd8ene5ts9eevsrnsbxjt_task_01jrjpd77new98c2jt5xjw73zm.webp,1.0000,1
test_gen/gen_01jrjsgz4jfnz91r3yb7cnxjw8_task_01jrjsgxemerzaj88pfqxeapy1.webp,0.0421,0
test_gen/gen_01jrjykkd1e3hbvwvvnaasfwe3_task_01jrjykjmqey7vvjsbh97ha3t3.webp,0.2026,0
test_gen/gen_01jrk75jr6esrafay3jg6fh63z_task_01jrk75hxhfttr7xa7gapck1h6.webp,0.7821,1
test_gen/gen_01jrkws4tjfa2ae9gjwxpp5djr_task_01jrkws480fjfad08prhpb7yfa.webp,0.1049,0
test_gen/gen_01jrm6yncafsjscnd6dbgzwnhy_task_01jrm6ymmje3wag0f556btc1mq.webp,1.0000,1
test_gen/gen_01jrmx1nk7fnmvqsp5t0ft582d_task_01jrmx1mnaev5a09k6mnmbmatj.webp,0.9971,1
test_gen/gen_01jrmxkcszezabseas09rjz44q_task_01jrmxkcbcfvq9n9qfmax40nhf.webp,0.9995,1
test_gen/gen_01jrn02qz4f3nbtgp6s1amt6zf_task_01jrn02pygeeyakq5sf5pfpg3s.webp,0.9999,1
test_gen/gen_01jrp3qp9pefvrksbkdnnwgsg9_task_01jrp3qn80f7zsw9t18xmp0p6j.webp,0.8919,1
test_gen/gen_01jrp7ctx9fh69923xqz2qabkf_task_01jrp7crqbfmc82cyxq2fg9xtc.webp,0.7030,1
test_gen/gen_01jrp94s2ze139g2j1an3anpqc_task_01jrp94nc6egcay9rey4ybxb00.webp,0.9923,1
test_gen/gen_01jrpqms76e8f8enr955e56tgp_task_01jrpqmp9jfafa3sstbf8hjwhd.webp,0.3375,0
test_gen/gen_01jrqdg9gxebms2dszd5g29g7s_task_01jrqdg6zaf4vbv8bspq72yy1g.webp,1.0000,1
test_gen/gen_01jrqtygghex581sbd2w0hq34e_task_01jrqtyb6wev5ryjr7q5xf8ch3.webp,0.1866,0
test_gen/gen_01jrqyz5vrf6ft1tjexy24by4e_task_01jrqyz046eh0vrk4eecd6beb8.webp,0.2814,0
test_gen/gen_01jrqzt841fkrt0k1jst3mbf84_task_01jrqzsgade35vsqvzdnv529f2.webp,0.9996,1
test_gen/gen_01jrrtc186fmat3cpn0bw49vtv_task_01jrrtc0kses2vwcgbb95gxa9b.webp,0.4206,0
test_gen/gen_01jrrxwdv9e5qtq275t6vmgayf_task_01jrrxwd5neqsvttay9k42rz6h.webp,0.1052,0
test_gen/gen_01jrs6xp7fenhtdd23gkjcf8vh_task_01jrs6xnd9faqrvm2vy4azt0k1.webp,0.8711,1
test_gen/gen_01jrsr9bvyfbe9hwdm77nq0hpj_task_01jrsr9ak5fvj8xmzw60g8rk0e.webp,0.9280,1
test_gen/gen_01jrsrd2ege43rrqwxj0kear4h_task_01jrsrcz6wftfve93kf99y73x5.webp,0.0047,0
test_gen/gen_01jrt71e1zfvjsz9t2rt4c8pjy_task_01jrt71d09f7wsahar19bt7t9v.webp,0.9821,1
test_gen/gen_01jrt7db13f7g9wkv1bjcjr11v_task_01jrt7d5tme199kg37fg69vzq4.webp,0.4640,0
test_gen/gen_01jrtc6m2pe2xvsxnn3pz6b8b7_task_01jrtc6j89f5b9v3dwhc4ezbd7.webp,0.5274,1
test_gen/gen_01jrtf9jheee5vwnn7pstrsyjf_task_01jrtf9c05emsswfkct5kfczae.webp,0.0069,0
test_gen/gen_01jrvws541ebe8h7r8f9rad22y_task_01jrvws4fgfar9p3s1p7mr1psk.webp,0.6300,1
test_gen/gen_01jrw6xrndf1zr8fbs1988gnge_task_01jrw6xqrdee79pg0z8apkkp1z.webp,0.7695,1
test_gen/gen_01jrx217ykfjerjavd3npae9a0_task_01jrx2114cfkvvfhdj3v2gfgxg.webp,0.0068,0
test_gen/gen_01jrx4z36xfkqtyaw5snjh1gdd_task_01jrx4z23qfybtheckvq6pm040.webp,0.0014,0
test_gen/gen_01jry09kffeh8t19sdwzgg5seb_task_01jry09jrze4e8ma9ekky081wc.webp,0.9349,1
test_gen/gen_01jry3wyefekzr2nh4e5vqs4y3_task_01jry3wxvhe0e9cbk9a2qfgfdc.webp,0.9986,1
test_gen/gen_01jry5t4ykfsytee1k641jv6ps_task_01jry5t4aaf87ake1pbgzrq7bd.webp,0.9493,1
test_gen/gen_01jrycq56ne91sxqbzp91trdcv_task_01jrycq2qxe8psyngvqzbgbyew.webp,0.0254,0
test_gen/gen_01jrzcrb3dff9b6330qtgbre8p_task_01jrzcr85vestaz7r7x3m0se7w.webp,0.9998,1
test_gen/gen_01jrzhp5r4e39rv6shq46savfb_task_01jrzhp3ejfzt97xajgy98sj3z.webp,0.9977,1
test_gen/gen_01jrzmp0w0eprscysydsavdvg4_task_01jrzmnze7esgbtj2kdzd8ady3.webp,0.9816,1
test_gen/gen_01jrzn0jqrfhmv72pdsc8nx021_task_01jrzn0h8nevb8ggfa65wcjsd0.webp,0.9957,1
test_gen/gen_01jrzycddyfsjtj0fyagtt8tqc_task_01jrzyccqtf1va5hfdkz7mbcjk.webp,0.9704,1
test_gen/gen_01js0ym4wcf33b1g6gdf28ytxf_task_01js0ym2q9e96tgmzfh5j4yj23.webp,0.9853,1
test_gen/gen_01js15d2vsebva79xt64e9ctt1_task_01js15d245f9d9qkndes9gbtkq.webp,0.4498,0
test_gen/gen_01js16p818frnby7h2hcjrpzcv_task_01js16p78jed5t7d1dgf0dsztq.webp,0.9998,1
test_gen/gen_01js19y1jvfm2v37tdpvemfm8t_task_01js19y0qrefkv37y405xctah7.webp,0.0272,0
test_gen/gen_01js1jekfnefda24xzr2hgzrvq_task_01js1jej9bf2rtf3wwj75ehdwb.webp,0.9928,1
test_gen/gen_01js1r1y5sf1mt2e5c221fh8xj_task_01js1r1vm9e2xtynd6665grd9y.webp,0.0034,0
test_gen/gen_01js27b14fes28eymk1kd3qs7z_task_01js27b0jke0x9ghe4ap5p1c5n.webp,1.0000,1
test_gen/gen_01js2f9yj0fz2v90f87jzc0n0x_task_01js2f9xw6fjhvhr2c2s15db2k.webp,0.9984,1
test_gen/gen_01js2wttmbf22rnsss1xd9kt3q_task_01js2tyf9ef6r88xk6tm56j8k3.webp,0.4910,0
test_gen/gen_01js302mhge569hfpjrz4hx565_task_01js302m2teefa4bg5ecgx062t.webp,0.9765,1
test_gen/gen_01js34sn1pe29954qaqdktrhzn_task_01js34sjs6f3xsprbq27g9a4df.webp,0.9742,1
test_gen/gen_01js3942vdet5bt2m8d6n6nfbn_task_01js39425he4ytahvpkqg9myxj.webp,0.6276,1
test_gen/gen_01js3xt32tf86vacsvyym3bsff_task_01js3xt2dxeh0vk7p64r1xpjmw.webp,0.9973,1
test_gen/gen_01js3yk131e6absxm4nvy9b96k_task_01js3yjz3ffs88m1vvk65btbkb.webp,0.9878,1
test_gen/gen_01js3zqnw0fnx9s2w0mp2jdxha_task_01js3zqmh1eys8y31c7ec3d9jb.webp,0.9997,1
test_gen/gen_01js42xfftfxhapx0e7axert1k_task_01js42v991fajsc1fwm5efts3q.webp,0.0029,0
test_gen/gen_01js44bewyfd9rnxaq7znda47f_task_01js446t6we85szfbp61v3t6sx.webp,1.0000,1
test_gen/gen_01js489ts8fd782b3fm42ch5s4_task_01js47gs3hetebgjzb9ez057vn.webp,0.6348,1
test_gen/gen_01js51tm8gerr89qyrk7r0vrb0_task_01js51tkhefw88h9ykpxwvnx77.webp,0.9997,1
test_gen/gen_01js5t1a84f29skbb3s79790sn_task_01js5t19kfeg5asyjdz06ams6q.webp,0.9999,1
test_gen/gen_01js6g45qbeektc6zy80sdpfhy_task_01js6g44q7eqesajsp56pjv8y7.webp,0.9991,1
test_gen/gen_01js7acb8jfwssdh50dyw14cse_task_01js7ac9smftbb7t6x3r1v15vy.webp,0.9183,1
test_gen/gen_01js7bh2w7fs3ta2xn1yjz1k1f_task_01js7bh1yrfd9b97nm1h2ct090.webp,0.0763,0
test_gen/gen_01js7k6hzjf4e88s2bwnn1zchn_task_01js7k6hbvfc1tc476958pvswa.webp,0.7587,1
test_gen/gen_01js7t7sake2ht56jqfyxqec34_task_01js7t7qyvekavt2sgbrv4wqg7.webp,0.6838,1
test_gen/gen_01js8p9enmfdzt95j7yfkygtas_task_01js8p9ck9fxm8fy47kzsbvk72.webp,0.9929,1
test_gen/gen_01js8ppsn1frwbvxbh31ht6hv3_task_01js8pppc7fkxa6my5sd6xr689.webp,0.1858,0
test_gen/gen_01js8yxkavfzbv72yches62bc5_task_01js8yxj0fe14rycb1h31b2rh9.webp,0.9996,1
test_gen/gen_01js9hgjz3er585qpj2jnfvpg6_task_01js9hg49we2v875qf3xwbf25p.webp,0.9703,1
test_gen/gen_01js9zdnh3evqa7dzfrqy8taaq_task_01js9zdjjte35ra3pddjs479xr.webp,0.9999,1
test_gen/gen_01jsa2fxmtfe88dbzy55p7e4g4_task_01jsa2fvv5fe2b242045837zse.webp,0.9307,1
test_gen/gen_01jsafa4tsfz3bq05skvdvqq7w_task_01jsafa245ef09w3fy92qf0ye4.webp,0.0476,0
test_gen/gen_01jsaphbqtet3tapgbcc799ag6_task_01jsaphb6qevmagacwxybye568.webp,0.1671,0
test_gen/gen_01jsazd0t9febs0dh4r3ps0qa1_task_01jsazd099fnetsay30m6v9w90.webp,0.1299,0
test_gen/gen_01jsbcq376f1trqfdyqfynd213_task_01jsbcq1rdettb35qes5tt9ydh.webp,0.9999,1
test_gen/gen_01jsbr2s47e9gsr4sfgpnegctn_task_01jsbr2rfmfzy8nb5wj76der81.webp,0.9998,1
test_gen/gen_01jsbv9b2ze88sb9q3ccb5a8nq_task_01jsbv9aefeztr912a2324b74g.webp,0.9993,1
test_gen/gen_01jsbyc8b8e9zrhq8bvv5gvzyq_task_01jsbyc7t3evnte6ezhx4b5nbt.webp,0.9990,1
test_gen/gen_01jscdhz9nevmrth4a9s0ymgnc_task_01jscdhyg1fcar10x3whbj70yc.webp,0.1540,0
test_gen/gen_01jscgr5nbfvrr0k1ct4ywnnxg_task_01jscgr34bfht8axqp0gvzt4j9.webp,0.2313,0
test_gen/gen_01jscqe0b0enmv2hqwmvna3py9_task_01jscqdzdtfb2rkzhrnc12eb6q.webp,0.7962,1
test_gen/gen_01jscr9w48fptr7at0q99kf9sf_task_01jscr9vfzescvn0gp1f3p9ab0.webp,0.9997,1
test_gen/gen_01jsczyjvxe6v9vvr2rv2h1tvd_task_01jsczyj5jfbw92dyrff68awte.webp,1.0000,1
test_gen/gen_01jsea0xxwff4sh2ymrxwzq0zd_task_01jsea0xb7f0crnj3vkrddbqsm.webp,0.1091,0
test_gen/gen_01jserm7rze8cbf1qvs75zsgx3_task_01jserg781f3tsc3j3qf7gjbx1.webp,0.7506,1
test_gen/gen_01jsf0jcwmexctjjmptjbdy80k_task_01jsez27aqf4f9a1pt8bdp2g6w.webp,0.9948,1
test_gen/gen_01jsf2rt8ef0ytyb9fea3yn4kt_task_01jsf15yp5epxva5trrc3nv3vw.webp,0.9997,1
test_gen/gen_01jsf5xae5e9ftne0rgqjfa1hj_task_01jsf5x9ref6dv41dssh08ta7x.webp,0.8785,1
test_gen/gen_01jsfjg5kmfwar80jt7dvjf4kd_task_01jsfjg50nf09apqer4ktqffe8.webp,0.1866,0
test_gen/gen_01jsfpvr2nf3q9bqtxcdybj47k_task_01jsfpvqkcfbgar2y3x8nt6e02.webp,0.9999,1
test_gen/gen_01jsg0y12te4k9297w4ctnx898_task_01jsg0y0j9ersr1f42ks5h73xc.webp,1.0000,1
test_gen/gen_01jsgpkbkmemyb9z34kg1ffwsg_task_01jsgpkb3ees790vjhk30jrzmb.webp,0.9999,1
test_gen/gen_01jsh4y3s1eywraw808m053xwh_task_01jsh4y25kfcwr1xg6tsb4v5dp.webp,0.9937,1
test_gen/gen_01jsj5dmqyfkr8ttxvdbs22709_task_01jsj5dhxkep58e9sa0avndtcq.webp,1.0000,1
test_gen/gen_01jsk1c564efc8n3d4hkpsnqpb_task_01jsk1c4qxebmvaa76xm3fpnz7.webp,0.9985,1
test_gen/gen_01jskd5cpyeq1s7cgtav4k4xfe_task_01jskd5bzafnzr3cee8dqkaqdx.webp,0.9441,1
test_gen/gen_01jsm5mt1tf1dabhc064z6awhj_task_01jsm5mrxdeppt43zjwz093cb9.webp,0.0556,0
test_gen/gen_01jsmcbvfjfym89g560hf8gm1q_task_01jsmcbtz2f8ct218s4ebrkc99.webp,0.6508,1
test_gen/gen_01jsmz1cqnfndv4vhtqy2c33ep_task_01jsmz1bzfem9v3ca8xtjjhg5p.webp,0.9993,1
test_gen/gen_01jsnsh6r5e9c8qwd2ebk62e21_task_01jsnsh66wfqescpx3vj9z1a8e.webp,0.3248,0
test_gen/gen_01jsnt3rz1fkkb0zcmmg36ar7v_task_01jsnt3reeed6t16v5wha5v1y0.webp,0.7498,1
test_gen/gen_01jsp4xys2egj9w0kwykb0f2tb_task_01jsp4xyatf8xvz6g1kjya2841.webp,0.7939,1
test_gen/gen_01jspa56d6fpgbtbw5t3m0exwr_task_01jspa55w7e53tc1fnbb5cftje.webp,0.9584,1
test_gen/gen_01jspd1485f0cvgzsv78qb19ye_task_01jspd13qhfjarbezffxczj3z5.webp,0.9901,1
test_gen/gen_01jspra6yeeybsywdf1z404kpj_task_01jspra4nreazrwdgc6wre8zst.webp,0.9997,1
test_gen/gen_01jsqa3mneevzr3rctgr9ddjd3_task_01jsq9shasf0esbjasfnk77hx8.webp,0.9981,1
test_gen/gen_01jsqc2vn0fwjss6a399pqd35t_task_01jsqc2v0gfq0an3tn2sm69v58.png,0.0001,0
test_gen/gen_01jsqhaj1ffp8tjw0wenryf3jc_task_01jsqhafxbebdvxry6qfd24zbf.png,0.6529,1
test_gen/gen_01jss73m6eft19pr4k3jtxc1ny_task_01jss73kfbf5xtj23apcs81vcy.webp,0.0785,0
test_gen/gen_01jss81rgae1n9fsm8ef9tyqn3_task_01jss81qyfe799bac6nhtn923h.webp,0.9984,1
test_gen/gen_01jssej3peetvaedc49ax0f4wg_task_01jssej2w1e9vv2w0zk8rawjy7.webp,0.0056,0
test_gen/gen_01jsskty2pe588g9187by5a8dc_task_01jssktxkpe9y8geytnwfwtdgc.webp,0.0203,0
test_gen/gen_01jsv8c78xfkmtwsx2qm799aje_task_01jsv8c67hehasgv710tew3zxb.webp,0.9002,1
test_gen/gen_01jsw8372revjay9614axy41v2_task_01jsw836gjfsttherdx8brjcs9.webp,0.9998,1
test_gen/gen_01jswcn971ebys6snej6d7vryc_task_01jswcn7zafefa5rs8pxfhptg6.webp,0.0973,0
test_gen/gen_01jswg79sjfq5rtvfnjh572n28_task_01jswg792jep1sat4752qt2s60.webp,0.9936,1
test_gen/gen_01jswgy1v6frzr0fr8jgzpfn1e_task_01jswgy10tfh5s0gfhma5ek623.webp,0.0015,0
test_gen/gen_01jswm9vnffe6rk6nrpv1f9v7e_task_01jswm9txse1q99yf1mq8d853v.webp,0.9425,1
test_gen/gen_01jsxk20edfj0v4htqbjcam1zy_task_01jsxk1zmafv2bwg2qmx007y3n.webp,0.9133,1
test_gen/gen_01jsyw1dvke0f9pm9xya29hpp0_task_01jsyw1crjfq7s4n0ed5q17aev.webp,0.9433,1
test_gen/gen_01jszgtr9wezfb9674qj02rdvg_task_01jszgtq1remtthr3ryx1zrqfz.webp,0.9089,1
test_gen/gen_01jszt74s1fypsajy7e1hv6m6n_task_01jszt73ssfs4sx60prw4pkvh3.webp,0.1075,0
test_gen/gen_01jszw14s6fbmbf00zartxbx4h_task_01jszw143fe5evhkpsxnm37bqj.webp,0.9998,1
test_gen/gen_01jszw2v8yfsfbhezcd012zj67_task_01jszw2tb6etkseca4j0xcp0g5.webp,0.9990,1
test_gen/gen_01jt0qgcgtf94twf66n2ychcyv_task_01jt0qgb7bfrm8yqv5vb53k5er.webp,0.9870,1
test_gen/gen_01jt13gp9dfp4txxvn7s2q8q26_task_01jt13gnp5fd79mddn7sde5yyh.webp,1.0000,1
test_gen/gen_01jt13rwreejyvk1ebstyknzz5_task_01jt13rvh4ff8bj7g3wy4j5eab.webp,0.9005,1
test_gen/gen_01jt1v9h1ee3ft21ve2agen6d7_task_01jt1v9gbteqmspvcsbkcze0g4.webp,0.9941,1
test_gen/gen_01jt29gp6ne4nbexy083afs07k_task_01jt29gnfyf4as2fa8qqxfc9em.webp,0.0199,0
test_gen/gen_01jt2dkmw7f73r3tj5551hr7mp_task_01jt2dkm7de6fv11hhwm0b2kzt.webp,0.9946,1
test_gen/gen_01jt2kyf7ze0ab489g99k0y1qy_task_01jt2kyehke3g8a8js8thtb79n.webp,0.0818,0
test_gen/gen_01jt2zxpsjfe6srhatwb7vc9xp_task_01jt2zxp42ecg8ykfzdhw6hyws.webp,0.9843,1
test_gen/gen_01jt305yg0exabxz8hr2yfb4p2_task_01jt305y00fxzsd3e7vyapkks9.webp,0.0430,0
test_gen/gen_01jt358019f6pthemndpsydtv4_task_01jt357ysmfm5bb45g0z040z1v.webp,0.9959,1
test_gen/gen_01jt3d5cvxfsmrqw96h1bta095_task_01jt3d5ccpfx2vyxdwr0hgr5vz.webp,0.9810,1
test_gen/gen_01jt3m0b0negnvejq2hxmqjkky_task_01jt3m0ad9fnpbfeayb9asd7ah.webp,0.0007,0
test_gen/gen_01jt3msnxbfbkr7pxbpvjm8c6g_task_01jt3msn4ffvzt43z088znc0zw.webp,0.9995,1
test_gen/gen_01jt3ws1wjf0yaqrc7p07tscxc_task_01jt3ws147edjamz386v2w69pk.webp,0.9999,1
test_gen/gen_01jt559e7kf24s0638c3v776m2_task_01jt559d5cfhkvrkh49zdczqxg.webp,0.9968,1
test_gen/gen_01jt5pp3cjehjrs2c2gj5n19r4_task_01jt5pp2c4eqs8jy2901feskjm.webp,0.0020,0
test_gen/gen_01jt615n1yf5mvxm7zk6f0nkca_task_01jt615meaf5t831bydx1s54zp.webp,0.9647,1
test_gen/gen_01jt68s9shec798q2r63403vx8_task_01jt68s985ehtan2070djcesh8.webp,0.9905,1
test_gen/gen_01jt6snqpzfnfv45fa6f4gpk14_task_01jt6snpn8e6e95qqpfxehpb21.webp,0.8133,1
test_gen/gen_01jt73xnnpf9w83hy63rfqgxnq_task_01jt73xmppf8n9d7mpwdcz6n70.webp,0.0963,0
test_gen/gen_01jt7md2dse23a1c6y34knyrk0_task_01jt7md1hwedwae8ns70hxwt92.webp,0.9891,1
