image_path,prob_synthetic,pred_label
datasets/synthetic/gen_01jqj1eas1ehh8tvjrmt12zqxc_task_01jqj1c1nef57vhzw446zwx3ze.webp,0.9531,1
datasets/synthetic/gen_01jqjh62pwff288w11kywtp5pm_task_01jqjh268cfagtfect1bh9t1xf.webp,0.9998,1
datasets/synthetic/gen_01jqjvfxs1f6dt8101hg6pqy78_task_01jqjvc99tes988wzm5xf751rv.webp,0.9980,1
datasets/synthetic/gen_01jqjxeqyhe3kb13zmxtd5yby7_task_01jqjvm3hgfmdtgqkfg40kvm3t.webp,0.0004,0
datasets/synthetic/gen_01jqk0jny3esnv54e986g1r432_task_01jqk0f0c2e12ah20t1z3bfeze.webp,0.9984,1
datasets/synthetic/gen_01jqk766pdfxkb1tpap8zd7gy1_task_01jqk73yhyfsgvh2qdt47ffarj.webp,0.3454,0
datasets/synthetic/gen_01jqkmqv6hfwg9x5p0gsbv08mx_task_01jqkmmx0yf6ya3mjcx66884h9.webp,0.0302,0
datasets/synthetic/gen_01jqkrtbnffp0ttvtamt4v9h8v_task_01jqkrp7m4fvma10tsca6z22d2.webp,0.1059,0
datasets/synthetic/gen_01jqktg9m7e8n8n6tahmd3mg97_task_01jqktcwxae4pa6av1ykt90rn2.webp,0.6932,1
datasets/synthetic/gen_01jqkv0cwte1bsw13bsxckf4tm_task_01jqkttcarfgyv12kpdv7z8pdn.webp,0.7495,1
datasets/synthetic/gen_01jqkv2hawe6zbc8ct17sy4w7g_task_01jqkts37af198a5jkh60117mq.webp,0.9920,1
datasets/synthetic/gen_01jqkzsxkffnnsqd2qmy0m2cg1_task_01jqkzqn4vfrcrbd5mndb9vzv7.webp,0.9414,1
datasets/synthetic/gen_01jqm186adfg4trrzwz3qv053w_task_01jqm145spfg687dwhyba2b2y9.webp,0.1039,0
datasets/synthetic/gen_01jqm8cqnme2zr8rb5yb81d8e0_task_01jqm88798e9gsdqmaate7tkbz.webp,0.0261,0
datasets/synthetic/gen_01jqmbf1pff2c91wk3ypd2kar3_task_01jqmbd7rfenp9k41rqdxh58jf.webp,0.0009,0
datasets/synthetic/gen_01jqme7hwvfxsvzhg42k3d385m_task_01jqme3kg6fs8t0ata19pn9x0j.webp,0.0032,0
datasets/synthetic/gen_01jqmf37qcefss0xt0s0c8rwdj_task_01jqmf1ab9f0kt7ej9sdg3fgx5.webp,0.9764,1
datasets/synthetic/gen_01jqmkz177fgw88d7hj77d31c8_task_01jqmkt84pfzqsc4ey385a99cg.webp,0.7477,1
datasets/synthetic/gen_01jqmm6zaxe1fvtwe050hxebjp_task_01jqmkzpgffyjassc21xy0s22p.webp,0.3981,0
datasets/synthetic/gen_01jqmmm27xfqr80gybxhs492jn_task_01jqmmdwtcfj6rvvzsr2v65y23.webp,0.2156,0
datasets/synthetic/gen_01jqmpwpnjf3ktdfn5vp4yjksy_task_01jqmprgcme8tvt141km30srpk.webp,1.0000,1
datasets/synthetic/gen_01jqn0hr97e5sa4160eth4mf3g_task_01jqn0drrpf87a01bryamtjggn.webp,0.4246,0
datasets/synthetic/gen_01jqn30y0xec1tyz6e89950v5p_task_01jqn2wt1mfqd8xjm7bgv4tqz6.webp,0.0011,0
datasets/synthetic/gen_01jqn3vx38fn4rmq1w8ktdhy92_task_01jqn3rey7fmtby351t9bjgg4s.webp,0.9038,1
datasets/synthetic/gen_01jqn89b3cephvrg0mzgabwnz2_task_01jqn86av3f70tjpgfe81t68n9.webp,0.9202,1
datasets/synthetic/gen_01jqnk4fvhe8z9wt09zh4rp1xy_task_01jqnk1exrfy98ctvr86d64szr.webp,0.9838,1
datasets/synthetic/gen_01jqnmen97e7zrc3kap5v7gapr_task_01jqnmb3vke3vbmnjz8swn3j9v.webp,0.3164,0
datasets/synthetic/gen_01jqntq2k9e8vapybk1d9efagp_task_01jqntkwbbfh7be5hnnwjxj3gs.webp,0.9989,1
datasets/synthetic/gen_01jqnxr9dnemqrz3xtxzr92xq0_task_01jqnxmhwtf8dbfd2vtkarppyc.webp,0.3119,0
datasets/synthetic/gen_01jqny16eqf0tt30d7m62kyvgd_task_01jqnxxymyfmrsmdy3h313w1x3.webp,1.0000,1
datasets/synthetic/gen_01jqnybeepf2s9c9sq99ernrf3_task_01jqny9ycwf45ae64d6yhkddc9.webp,0.9622,1
datasets/synthetic/gen_01jqp0bcvfem7bh0emc4hft9pk_task_01jqp087pwftc9gjzadkhhmc6m.webp,0.2887,0
datasets/synthetic/gen_01jqp4kjn6emb9ka2sej3153fv_task_01jqp4j217ft8sz4r7f1q2155x.webp,0.0732,0
datasets/synthetic/gen_01jqp8rje9ejxsecqzr2kqdzza_task_01jqp8py6pferb5b059mxsk01p.webp,0.0821,0
datasets/synthetic/gen_01jqpb4r7cee3abq1jrg5jxfxp_task_01jqpb0syvestt2919wv955ft1.webp,0.0388,0
datasets/synthetic/gen_01jqpbc7xaeattqdc5srs9209h_task_01jqpb8my3e5e926y3sepk6hv6.webp,0.3646,0
datasets/synthetic/gen_01jqpds5tdfxjaqq28j1b2ysdt_task_01jqpdneaeevkr16xje9ar9jxk.webp,0.9886,1
datasets/synthetic/gen_01jqpfbac9fhxsgmsjwyjjh0k8_task_01jqpf7hnsefsbhk7n5y2kdwva.webp,0.1215,0
datasets/synthetic/gen_01jqpfdynherh8rg9rwadgcgk8_task_01jqpfamhcf4a9wehqjak1y735.webp,0.0156,0
datasets/synthetic/gen_01jqpjb1ftep3v3m2fzapmjhw5_task_01jqpj9mxvemzs11e5thzdy4f9.webp,0.0581,0
datasets/synthetic/gen_01jqpk4v85fc59xzjst92brnpt_task_01jqpk2cx8eejr7e0snqew50q6.webp,0.0490,0
datasets/synthetic/gen_01jqpkgn4vffzt6nhew732p31e_task_01jqpkd7s2ekvtdxg7pk49am68.webp,0.5732,1
datasets/synthetic/gen_01jqpkxbckes092m1n4b860j4w_task_01jqpkvebgf228cgmj5sht3099.webp,0.0094,0
datasets/synthetic/gen_01jqpzcxthf5vr9jqzfcjm2f4r_task_01jqpz9es8e6gbew39qrpbnv6t.webp,0.0065,0
datasets/synthetic/gen_01jqq20rz0f37tvhzfa308t3sj_task_01jqq1vmddeq9vr5m42jj21mrt.webp,1.0000,1
datasets/synthetic/gen_01jqq2gx7vf04bp0g73an2zftg_task_01jqq23ckhex8s6ryb4yqc5r9d.webp,0.9989,1
datasets/synthetic/gen_01jqq2mx94fkmsgk5yc96b0fqm_task_01jqq2h7kye9m8ma778px40d3x.webp,0.9967,1
datasets/synthetic/gen_01jqq3eb0sf4gahsa9gwpqtcz6_task_01jqq3c3m3fpr8h7r3zrf1zv60.webp,0.2601,0
datasets/synthetic/gen_01jqq7ryv1fg6rsycwex6xfgsd_task_01jqq7nwm8fa9a5dcsmrvvgv89.webp,0.0141,0
datasets/synthetic/gen_01jqq8w89je9p9f7gh75nssab7_task_01jqq8rqscf6fa2p5djd5sgt7r.webp,0.0106,0
datasets/synthetic/gen_01jqq9az9fexjtdmt9acw6bs67_task_01jqq9848tev3stdbfkks7kka9.webp,0.9933,1
datasets/synthetic/gen_01jqqgrs08fgjvw2arjgz8tdyk_task_01jqqgq9tkf23sgp7prf80p92q.webp,0.1077,0
datasets/synthetic/gen_01jqqk5f27fqhbsfw5tb0ac83z_task_01jqqk1fy8fvabg3rsw6z2b6cz.webp,0.9708,1
datasets/synthetic/gen_01jqqqwjdcf8rv6bz0p0nt7jym_task_01jqqqssbzejssy5ps51t9mtwy.webp,0.0021,0
datasets/synthetic/gen_01jqqvnw0bebc8aehm4aew3enx_task_01jqqvmjb5ef7vxdgkdqb6fws7.webp,0.0060,0
datasets/synthetic/gen_01jqr3ntkxeqp852veb7698k9a_task_01jqr3jqhpe9kresqarhpmd5m5.webp,0.9718,1
datasets/synthetic/gen_01jqrad5p1f7nvyw5tey4ap773_task_01jqra9m1vex3axwftvj2vpz1v.webp,0.9997,1
datasets/synthetic/gen_01jqragzrqfdf9nmjavck6desd_task_01jqrafsy2f3sbjxzbnnxffrv0.webp,0.2091,0
datasets/synthetic/gen_01jqre058ne2y9xyfajg6rge8r_task_01jqrdwp50f11b5mapwbsrxzrf.webp,0.0026,0
datasets/synthetic/gen_01jqrn0zgmexar1mrymav4bkq6_task_01jqrmxrkbehp8p8wqg45tyh2r.webp,0.9109,1
datasets/synthetic/gen_01jqrnjs4sfm0am0a1hecan7wv_task_01jqrnhfe0eekbjhxgdqr2p7kd.webp,0.3122,0
datasets/synthetic/gen_01jqrzg568eh68yre5xbv3ysxr_task_01jqrzcwv9ezvvakp1rd2e415b.webp,0.0597,0
datasets/synthetic/gen_01jqs3pb8yfbbbzh0bk2tq0107_task_01jqs3h7dpf5nsnbmk5pmx9p4a.webp,0.0022,0
datasets/synthetic/gen_01jqsk5d5nf6tt2fga8fp9y82k_task_01jqsk3kzefdaa9jjfy86kf40n.webp,0.0185,0
datasets/synthetic/gen_01jqsmqa8wfs7vjy2wzsswed8v_task_01jqsmkmsbfzytcy4smejrxbt3.webp,0.9852,1
datasets/synthetic/gen_01jqsnagv7f6r8ee29wanys7p1_task_01jqsn8092f6fap312atfdcm9f.webp,0.9068,1
datasets/synthetic/gen_01jqst53nye7rahtbkqz7vn7nc_task_01jqst22rbf1s9w658qmrwvyta.webp,0.9007,1
datasets/synthetic/gen_01jqtch9q2e4b9p14qmj9d6f8n_task_01jqtceghnfx1b3zz8d0acw23f.webp,0.0005,0
datasets/synthetic/gen_01jqte3yzaf9v8c22pnex5hk9c_task_01jqtdr4c6f7pa4ebx9f3xqnbc.webp,1.0000,1
datasets/synthetic/gen_01jqteq1mdff69bgsge7zc1zmj_task_01jqtem4h2f9qaqrjrpqmrkhtf.webp,0.9999,1
datasets/synthetic/gen_01jqtf98xpea5b62m38yecsrpb_task_01jqtf7r3ae21vngc0rczgn5sf.webp,0.0662,0
datasets/synthetic/gen_01jqtgh7saff3vwtd45bcta28b_task_01jqtgeb03f1mvp65vbrtxa985.webp,0.9998,1
datasets/synthetic/gen_01jqtjaq3kefbb2m6ksnfv3m0e_task_01jqtj9ft9ecasa948vsfjbzn2.webp,0.0085,0
datasets/synthetic/gen_01jqv0d2ntecravfwswzna4t3g_task_01jqv0aqm1er2r3k1vw4ahegyr.webp,0.8813,1
datasets/synthetic/gen_01jqv4w08gecjb2q7qr50edc56_task_01jqv4rk51fx3sfx6ntm6xggmm.webp,0.3200,0
datasets/synthetic/gen_01jqvtz0mhfsnrbzzh88ksq92v_task_01jqvtw300ebfrjke1fe05he6x.webp,0.0745,0
datasets/synthetic/gen_01jqvw5tyre3yryk69ftfzehsw_task_01jqvw23rtfd3tarfdth3nh2f2.webp,0.4634,0
datasets/synthetic/gen_01jqvxp1n9e4zrntr6c3ttwfyk_task_01jqvxkr87ezyaacs1prtda08n.webp,0.1324,0
datasets/synthetic/gen_01jqvxqx72fcrrkxe1yeffawxq_task_01jqvxkgvaeg8rx2k15heqv4xw.webp,0.9989,1
datasets/synthetic/gen_01jqw2g895ec1vzk64app78854_task_01jqw2chvgfjjspkp07ms026x1.webp,0.0000,0
datasets/synthetic/gen_01jqw35sk5fb3afrhd69gmabm1_task_01jqw31y04ej0tw4k7xp706p13.webp,0.9948,1
datasets/synthetic/gen_01jqw4sm8kfwgrc34fk6vzw25e_task_01jqw4pd5wejwvs8eqgsbn0qn2.webp,0.5423,1
datasets/synthetic/gen_01jqw5x217fjz8bqwr4rcm9tnq_task_01jqw5rse6fzk9vsex225n27w0.webp,0.0179,0
datasets/synthetic/gen_01jqw749ywft8sggwpsm4a22gh_task_01jqw73dxyfa3sy1zgb3qzfxke.webp,0.6890,1
datasets/synthetic/gen_01jqw7q91je7e820zb88em1cep_task_01jqw7m4v2fr1sp9tm7pkr4zc3.webp,0.0487,0
datasets/synthetic/gen_01jqw8jc01evnbkfjqr6yxmrma_task_01jqw8f5mafxt80k1vm94stefr.webp,0.1095,0
datasets/synthetic/gen_01jqw94sj4ec09mg4rhaw1mkwc_task_01jqw91n6vexd8s016ptkqfzx5.webp,0.9540,1
datasets/synthetic/gen_01jqw9wac1fata3r9fwnt1rj5d_task_01jqw9s4aefarbhexxf358tr8c.webp,0.2391,0
datasets/synthetic/gen_01jqwajgagebysp2ez3278fh49_task_01jqwafkwwekabxr9mw49ws8qq.webp,0.9993,1
datasets/synthetic/gen_01jqwccdmkfrw926nxjdg5xk2w_task_01jqwc9j16f3caerb1vx6zgw84.webp,0.8756,1
datasets/synthetic/gen_01jqwr0gfyf889753gjz7s5vb4_task_01jqwqxkz2fj5vpxf589am92qn.webp,0.6514,1
datasets/synthetic/gen_01jqwtfvg0ectthkpgmqegj10j_task_01jqwtd1xpedn99rd7yt7x1g81.webp,0.9999,1
datasets/synthetic/gen_01jqwwh0rsff9stt0hb2ady9ma_task_01jqwwev2xfe6v6dfkvbkw4204.webp,0.5889,1
datasets/synthetic/gen_01jqwwxw1texasgkctsncqf9t1_task_01jqwwwmdme3ebf8gzem0t7azs.webp,0.0271,0
datasets/synthetic/gen_01jqx906vneh3tsfwajc57mf56_task_01jqx8ycpgfj28d7kvcg0dkrd7.webp,0.0001,0
datasets/synthetic/gen_01jqxb0r2ef1cbak46kgetxznp_task_01jqxayaykfngrkzh60c9z6pda.webp,0.0000,0
datasets/synthetic/gen_01jqxc6xczftkav899hbsjep5g_task_01jqxc32bfegt979x7hcrr1s59.webp,0.1641,0
datasets/synthetic/gen_01jqxgqz6tfkrb2z2ab8hzyqrq_task_01jqxgp9gkeg9rgkbmch6ad9ee.webp,0.9726,1
datasets/synthetic/gen_01jqxj9hqxfdhst0s6as3eew8e_task_01jqxj6bh1fys92khr1ck7yvwn.webp,0.4709,0
datasets/synthetic/gen_01jqy6jb8weq7rpgjzejp9e3z8_task_01jqy6es8dfap96knapzwe8c0b.webp,0.9998,1
datasets/synthetic/gen_01jqybkkrvf7wrq3kef03d28c0_task_01jqybga11f42t87n80zgb4eve.webp,0.9996,1
datasets/synthetic/gen_01jqyp3gq2edv9hsb9zvhgpzrq_task_01jqynzy01fc292xkcwv9c51xw.webp,0.0142,0
datasets/synthetic/gen_01jqysxwbzepn9gpq1crthm9qh_task_01jqyssskrewktz7187v8qrw6f.webp,0.0977,0
datasets/synthetic/gen_01jqyy3055fwns4y3y6184zqkx_task_01jqyy1dpdfhds0sfv0v0zg92n.webp,0.8624,1
datasets/synthetic/gen_01jqyz18tsedb97rcg9e3ejnf7_task_01jqyyyem6fmkv839pk4mepsak.webp,0.2209,0
datasets/synthetic/gen_01jqz45f2weg7vskbdktgrns11_task_01jqz4467ee1zbqbqdtcsn3dks.webp,0.0319,0
datasets/synthetic/gen_01jqz8rsajfktvxkzj8xe2byxf_task_01jqz8qmc2f7fvytgdg5e44hf8.webp,0.0294,0
datasets/synthetic/gen_01jqzf0vq3ewcrjmvvwwy94ej3_task_01jqzext8cef89bh08rxdcmz3p.webp,0.0030,0
datasets/synthetic/gen_01jqzqqtw3f908vtfj5sfjh2d1_task_01jqzqpjvnezxspxwykejk20ny.webp,0.1479,0
datasets/synthetic/gen_01jr017g2aftysbjpzgbcv0sc9_task_01jr015sfnf4kthzzrxkkq58sp.webp,0.9999,1
datasets/synthetic/gen_01jr03av0cehw8zn3xj8m27akq_task_01jr039ezke86ah4rsy2sf0m2n.webp,0.1146,0
datasets/synthetic/gen_01jr042zhveh285ztf3zh9gnx8_task_01jr03z8d6eyhva7m2stjtdt5q.webp,0.9414,1
datasets/synthetic/gen_01jr083vycea0vw4f4eqjpps21_task_01jr082941e0qt6zjs91jqsgsd.webp,0.0178,0
datasets/synthetic/gen_01jr0egfz5fxstz42y6fzmxg5q_task_01jr0ecyz8f1m9k140jskhcpff.webp,0.0027,0
datasets/synthetic/gen_01jr0f8g20f7msn14cw3hg8xv9_task_01jr0f52zse7rv447kh2zjscjt.webp,0.9986,1
datasets/synthetic/gen_01jr0g3dyjftmsxqd61xhhbjh3_task_01jr0fzvjfe329q8e101rkcdq7.webp,0.3822,0
datasets/synthetic/gen_01jr0hcmd2esrs1gfm21nthwwd_task_01jr0h8jdfejd99tsvsb0f82q0.webp,0.9999,1
datasets/synthetic/gen_01jr0nh2ysez4tesykfcqsaax4_task_01jr0nd8hqfx5apc62d1q50b6q.webp,0.9917,1
datasets/synthetic/gen_01jr0pdvbpfvgth1c8drcmpes7_task_01jr0pa728fw19r8yaa3veffrs.webp,0.9946,1
datasets/synthetic/gen_01jr0ps6j6fgkrywmgdwcbqgd7_task_01jr0pn87yf33an24hzmzt51vn.webp,0.0004,0
datasets/synthetic/gen_01jr0pv35mfmz97vzjy5drfwm2_task_01jr0prdr0evtsfgt6yjgjpgs9.webp,0.7682,1
datasets/synthetic/gen_01jr0s003deq9tna53hhjvtez5_task_01jr0rw015fkbr5dz85wwjepsb.webp,0.0002,0
datasets/synthetic/gen_01jr0sqpmre6s90r7rpdv1sysm_task_01jr0sm0rpe6zrvxx1n7dxf8ab.webp,1.0000,1
datasets/synthetic/gen_01jr0veehgf0zvyp8a6zsd2y0w_task_01jr0vb3e5efwszbb3qnnfaegf.webp,0.8078,1
datasets/synthetic/gen_01jr0ww0m5fm7tn72s9mss6tj6_task_01jr0wth0ye6wt7bvhf3jzw9kh.webp,0.4969,0
datasets/synthetic/gen_01jr0y1v2he09sjdrpw77s3jqs_task_01jr0xyk73ftmt85k5qf220ftt.webp,0.9999,1
datasets/synthetic/gen_01jr0yyayxe3q8yvppef10wanx_task_01jr0ytswqe6hrexgcbe3x2mjv.webp,0.8036,1
datasets/synthetic/gen_01jr13fr06emx80f6rnzp5qxqc_task_01jr13c4qhej1b3a1tyghy87gr.webp,0.9944,1
datasets/synthetic/gen_01jr15qk63ewhvzheeb4am06md_task_01jr15nk6wfq09gzgsxjtm3bzp.webp,0.0006,0
datasets/synthetic/gen_01jr15zmnqewe953dzv03bpvxx_task_01jr15w6nkfbybk0857bnvj2y0.webp,0.9997,1
datasets/synthetic/gen_01jr1ac3aqe67v6cyx3chdtwp3_task_01jr1a9w9tebcr6g6kmd8kz5za.webp,0.7834,1
datasets/synthetic/gen_01jr1gfb3qftbvv1j8rn1n0jf0_task_01jr1gd4qxee6vscs89xccxkbf.webp,0.0799,0
datasets/synthetic/gen_01jr1gsyk7fc3rpsqr20eskbwj_task_01jr1gprwnfdmvzrdwn4h906wf.webp,0.0036,0
datasets/synthetic/gen_01jr1pqdk5f6at0fszp5z8xqnd_task_01jr1pmn62f6yvmf4bczvjdp6p.webp,0.0077,0
datasets/synthetic/gen_01jr1zyck2et6vd5a2nqp88sjh_task_01jr1zx76cen9b29zsafsx3c3h.webp,0.2210,0
datasets/synthetic/gen_01jr2x1z8nfyb8vksadza6kr5x_task_01jr2wypb7fcktxpvjvx9ykb0w.webp,0.2789,0
datasets/synthetic/gen_01jr2x4e7rfhetew6kxp70ah3e_task_01jr2x1dkvfszshskhedhp60w4.webp,0.7733,1
datasets/synthetic/gen_01jr310q63erfa5957q01yvnqa_task_01jr30xge9ftq8p1na9s47s6qs.webp,0.9357,1
datasets/synthetic/gen_01jr3273mze2htz9t1rbs69pag_task_01jr323sazegb993248j0kdthf.webp,0.9943,1
datasets/synthetic/gen_01jr341zrnes7tsydxebgjggs0_task_01jr33yyz7emfrgt0sncv5d3gv.webp,0.0223,0
datasets/synthetic/gen_01jr38p22pfmc8r8zdxc57hycy_task_01jr388b8dfc0a293tek7g91wg.webp,0.4594,0
datasets/synthetic/gen_01jr39k44qexd8pbbrhnqn3tyh_task_01jr39ftdrf0pvxj3e3q9jdn7v.webp,0.8716,1
datasets/synthetic/gen_01jr3a5v3zfr7t3998sacghsq1_task_01jr3a2kx0f6psy6fx724tfwzw.webp,0.1327,0
datasets/synthetic/gen_01jr3atzdmfgds310ae66vrfma_task_01jr3aqp4tfm0rth3ky4jh2rnn.webp,0.9998,1
datasets/synthetic/gen_01jr3gmccbe8wv2wcdcwfvkjje_task_01jr3gh9ewffwryebbtafs7y77.webp,0.6073,1
